,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,genre,duration
14236,21,18.0,Said Sum (Remix) (feat. City Girls & DaBaby),Moneybagg Yo,31.0,3503173,-8%,https://www.youtube.com/watch?v=UDRnXJXKX-A,[],Unknown
14237,22,26.0,We Paid (feat. 42 Dugg),Lil Baby,39.0,3211370,-4.6%,https://www.youtube.com/watch?v=GErG9femMQk,"['trap', 'southern hip hop', 'atl trap', 'atl hip hop', 'rap', 'detroit trap']",181929
14238,23,29.0,Broken Love,MO3 & Kevin Gates,24.0,3196195,-3.1%,https://www.youtube.com/watch?v=jWQNqlZ47Ec,[],243750
14239,24,27.0,Mood (Live),24kGoldn & iann dior,24.0,3153713,-5.8%,https://www.youtube.com/watch?v=juE5VES9af0,[],386400
14240,25,22.0,Laugh Now Cry Later (feat. Lil Durk),Drake,24.0,3129307,-12.5%,https://www.youtube.com/watch?v=JFm7YDVlqnI,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'toronto rap', 'chicago rap', 'canadian hip hop', 'hip hop', 'canadian pop', 'pop rap']",261492
14241,27,30.0,Rags2Riches (feat. ATR Son Son),Rod Wave,32.0,3027024,-8.1%,https://www.youtube.com/watch?v=A2mJSG0L9U0,['florida rap'],167183
14242,29,31.0,Buss It,Erica Banks,3.0,2920643,-8%,https://www.youtube.com/watch?v=NOoHJ_ZXlJU,"['viral rap', 'trap queen']",187000
14243,30,25.0,Still Trappin' (feat. King Von),Lil Durk,5.0,2866339,-15.2%,https://www.youtube.com/watch?v=cDde7QlKCX0,[],Unknown
14244,31,19.0,Bad Boy,Juice WRLD & Young Thug,2.0,2848563,-23.8%,https://www.youtube.com/watch?v=ghzdwjWrWcc,"['album rock', 'classic rock', 'blues rock', 'soft rock', 'rock', 'electric blues', 'mellow gold']",213666
14245,32,28.0,Best Friend (feat. Doja Cat),Saweetie,3.0,2821766,-14.8%,https://www.youtube.com/watch?v=_xJUCsyMQes,"['pop', 'post-teen pop', 'trap queen', 'cali rap', 'r&b', 'dance pop', 'pop rap']",155883
14246,33,43.0,Bandido,Myke Towers,4.0,2803767,12.7%,https://www.youtube.com/watch?v=W6fme7tcweQ,"['regional mexican', 'ranchera', 'latin', 'mexican pop', 'tropical', 'grupera']",179773
14247,35,10.0,Top (Remix) (feat. Lil Durk),Fredo Bang,2.0,2767745,-40.6%,https://www.youtube.com/watch?v=o0QB6cXs1_k,[],Unknown
14248,36,32.0,Took Her To The O,King Von,14.0,2734932,-9.8%,https://www.youtube.com/watch?v=hzt31eJTGxo,['chicago rap'],196179
14249,37,33.0,positions,Ariana Grande,14.0,2720052,-8%,https://www.youtube.com/watch?v=tcYodQoapMg,"['post-teen pop', 'pop', 'dance pop']",172324
14250,38,38.0,"WHATS POPPIN (Remix) (feat. DaBaby, Tory Lanez & Lil Wayne)",Jack Harlow,50.0,2699088,0.6%,https://www.youtube.com/watch?v=HIwAI05Y1fU,[],Unknown
14251,39,36.0,Sweater Weather,The Neighbourhood,15.0,2673658,-1.9%,https://www.youtube.com/watch?v=GCdwKhTtNNw,"['shimmer pop', 'modern alternative rock', 'pop', 'modern rock']",240400
14252,40,34.0,Backdoor,Lil Durk,6.0,2667914,-6.4%,https://www.youtube.com/watch?v=Ty-CHgmCeKw,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'chicago rap', 'hip hop']",200000
14253,41,37.0,Mood Swings (feat. Lil Tjay),Pop Smoke,30.0,2602014,-4.5%,https://www.youtube.com/watch?v=mM8ostx0Ub8,"['nyc rap', 'brooklyn drill', 'melodic rap']",213333
14254,42,41.0,Wishing Well,Juice WRLD,29.0,2559130,-1.2%,https://www.youtube.com/watch?v=C5i-UnuUKUI,['deep chill'],276000
14255,43,40.0,Cabrón y Vago,El Fantasma & Los Dos Carnales,26.0,2541480,-3.7%,https://www.youtube.com/watch?v=TsGuAJc9z38,['folklore chileno'],174874
14256,44,59.0,Quicksand,Morray,7.0,2526873,21.1%,https://www.youtube.com/watch?v=OLi5_8JWoAU,['jangle rock'],210442
14257,45,49.0,Damage,H.E.R.,7.0,2479797,5.8%,https://www.youtube.com/watch?v=PAFAfhod9TU,['uptempo hardcore'],258327
14258,46,62.0,Mi Trokita Cumbia,Obzesion,3.0,2419355,23.7%,https://www.youtube.com/watch?v=bxd7yRd5s7U,['gruperas inmortales'],134785
14259,47,42.0,Savage Love (Karaoke),"Jawsh 685, Jason Derulo & Sing King",19.0,2405749,-5.5%,https://www.youtube.com/watch?v=vhV_HNcQids,[],Unknown
14260,49,47.0,How I Been,YoungBoy Never Broke Again,8.0,2335907,-0.6%,https://www.youtube.com/watch?v=ehper8I7NsI,[],Unknown
14261,50,54.0,Power,Kevin Gates & Dermot Kennedy,7.0,2327389,7.3%,https://www.youtube.com/watch?v=sY6X1wvhgnE,"['album rock', 'hard rock', 'classic rock', 'blues rock', 'metal', 'rock', 'glam metal']",265293
14262,51,45.0,Crazy Story,King Von,18.0,2306426,-6.2%,https://www.youtube.com/watch?v=g0v7Ow6Epog,['chicago rap'],146808
14263,52,46.0,Hittin' (Remix) (feat. Moneybagg Yo & Foogiano),Money Mu,8.0,2299586,-3%,https://www.youtube.com/watch?v=j7tHktqr_sA,[],Unknown
14264,53,51.0,Leave Some Day,Kevo Muney,4.0,2293969,2.5%,https://www.youtube.com/watch?v=dtEOihsoQHk,['tennessee hip hop'],175386
14265,55,52.0,It Ain't Over,YoungBoy Never Broke Again,6.0,2162313,-3.2%,https://www.youtube.com/watch?v=MpdWc0LAQVo,"['praise', 'gospel', 'contemporary gospel']",367160
14266,56,35.0,Armed & Dangerous,King Von,3.0,2097062,-25.1%,https://www.youtube.com/watch?v=tBKYI3-3lMg,"['southern hip hop', 'chicano rap', 'hardcore hip hop', 'rap', 'west coast rap', 'hyphy', 'g funk', 'hip hop', 'gangster rap', 'west coast trap']",187706
14267,57,23.0,Masterpiece,DaBaby,2.0,2085781,-40.1%,https://www.youtube.com/watch?v=pnMtmFzMLP4,"['pop', 'electropop', 'post-teen pop', 'viral pop', 'r&b', 'uk pop', 'dance pop', 'pop rap']",220653
14268,58,50.0,Green Dot,YoungBoy Never Broke Again,7.0,2035703,-11.1%,https://www.youtube.com/watch?v=1GKDatspLKY,['german cloud rap'],227709
14269,59,63.0,Desde Morro,Justin Morales,6.0,2027828,4.3%,https://www.youtube.com/watch?v=lsHAyGdYi18,"['latin hip hop', 'mexican hip hop', 'chicano rap']",225613
14270,60,68.0,Sand in My Boots (Live),Morgan Wallen,3.0,1996433,6.7%,https://www.youtube.com/watch?v=FXzE9eP1U_E,[],Unknown
14271,62,65.0,Levitating (feat. DaBaby),Dua Lipa,5.0,1969525,3%,https://www.youtube.com/watch?v=TUVcZfQe-Kw,"['pop', 'rap', 'north carolina hip hop', 'uk pop', 'dance pop']",203064
14272,63,53.0,Wasted On You,Morgan Wallen,3.0,1963573,-10.3%,https://www.youtube.com/watch?v=uKmg4UbnDLo,"['deep talent show', 'contemporary country']",178520
14273,64,67.0,More Than My Hometown,Morgan Wallen,19.0,1957572,4%,https://www.youtube.com/watch?v=MS82JAkBkDY,"['deep talent show', 'contemporary country']",216573
14274,65,66.0,Whats On Your Mind (feat. Jacquees),K Camp,16.0,1938544,1.5%,https://www.youtube.com/watch?v=xGfe2yhu0e0,[],Unknown
14275,66,55.0,Adderall (Corvette Corvette) (Remix) (feat. Lil Uzi Vert),Popp Hunna & Lil Uzi Vert,6.0,1925641,-10.6%,https://www.youtube.com/watch?v=D5FdrOx2aZk,[],Unknown
14276,67,61.0,Love Cycle,Toosii & Summer Walker,20.0,1924230,-2%,https://www.youtube.com/watch?v=hEkkPfJZkXI,"['r&b', 'pop']",215405
14277,68,58.0,Train Wreck,James Arthur,16.0,1909885,-10%,https://www.youtube.com/watch?v=5Su86fIJYaY,[],182106
14278,69,57.0,HOLIDAY,Lil Nas X,11.0,1890546,-11.6%,https://www.youtube.com/watch?v=9vMLTcftlyI,['alte'],200366
14279,70,64.0,LIKE I WANT YOU,Giveon,12.0,1880157,-2.6%,https://www.youtube.com/watch?v=uCPjdfCUowg,[],Unknown
14280,71,69.0,Big Gangsta,Kevin Gates,6.0,1832442,-1.3%,https://www.youtube.com/watch?v=GoGAR9wYZyU,"['baton rouge rap', 'southern hip hop', 'rap', 'trap']",243462
14281,72,74.0,Monday to Sunday (feat. Lil Baby & BIG30),Pooh Shiesty,8.0,1769129,-0.1%,https://www.youtube.com/watch?v=x4U9iB4YqK4,[],Unknown
14282,73,60.0,I See a Dreamer,CG5,2.0,1766811,-10.1%,https://www.youtube.com/watch?v=SXJGTnVfJic,"['otacore', 'fnf', 'social media pop', 'dream smp']",190848
14283,74,84.0,Can You Feel My Heart,Bring Me the Horizon,2.0,1732703,8.4%,https://www.youtube.com/watch?v=6AVRCQBc59w,"['uk metalcore', 'melodic metalcore', 'metalcore', 'rock']",227296
14284,75,80.0,WITHOUT YOU,The Kid Laroi,8.0,1715314,3.4%,https://www.youtube.com/watch?v=SJOKlqJho8U,['australian hip hop'],161384
14285,76,56.0,All I Want,Olivia Rodrigo,5.0,1715202,-20.1%,https://www.youtube.com/watch?v=OOgvDiXl6hA,['dublin indie'],320133
14286,78,73.0,Bang!,AJR,16.0,1705356,-4.4%,https://www.youtube.com/watch?v=4THFRpw68oQ,"['electro swing', 'balkan brass', 'balkan beats']",216921
14287,79,70.0,snow man (Live),Nine,7.0,1700557,-5.9%,https://www.youtube.com/watch?v=gset79KMmt0,[],Unknown
14288,80,79.0,GIRL LIKE ME,Black Eyed Peas & Shakira,8.0,1688443,0.7%,https://www.youtube.com/watch?v=vMLk_T0PPbk,"['pop', 'latin', 'latin pop', 'colombian pop', 'dance pop', 'pop rap']",220659
14289,81,76.0,No Role Modelz,J. Cole,17.0,1678606,-3.7%,https://www.youtube.com/watch?v=8HBcV0MtAQg,"['hip hop', 'north carolina hip hop', 'conscious hip hop', 'rap']",292986
14290,82,86.0,Better Together,Luke Combs,4.0,1632857,3.7%,https://www.youtube.com/watch?v=_dju4pz2YYw,['contemporary country'],219573
14291,84,85.0,Dreams,Fleetwood Mac,17.0,1569497,-1.4%,https://www.youtube.com/watch?v=Y3ywicffOj4,"['soul jazz', 'afro-cuban percussion', 'jazz funk', 'latin jazz', 'boogaloo']",205840
14292,85,75.0,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",9.0,1568889,-11.4%,https://www.youtube.com/watch?v=Q_gIYp078so,"['latin hip hop', 'trap latino', 'latin', 'tropical', 'reggaeton', 'reggaeton flow']",219048
14293,86,77.0,Therefore I Am,Billie Eilish,11.0,1546085,-10.3%,https://www.youtube.com/watch?v=RUQl6YcMalg,"['electropop', 'pop']",174321
14294,87,89.0,LA NOCHE DE ANOCHE,Bad Bunny & ROSALÍA,8.0,1533013,-1.7%,https://www.youtube.com/watch?v=f5omY8jVrSM,"['reggaeton', 'latin', 'r&b en espanol', 'trap latino']",203200
14295,88,88.0,Forever After All,Luke Combs,14.0,1528477,-2.2%,https://www.youtube.com/watch?v=TDpOcp98b5k,['contemporary country'],232533
14296,90,83.0,Dime Cómo Quieres,Christian Nodal & Ángela Aguilar,11.0,1495434,-6.7%,https://www.youtube.com/watch?v=Ge4AKbnr6ME,"['regional mexican', 'mariachi', 'ranchera', 'nuevo regional mexicano']",171360
14297,92,94.0,Pumped Up Kicks,Foster the People,19.0,1485603,1.9%,https://www.youtube.com/watch?v=SDTZ7iX4vTQ,[],233743
14298,93,92.0,Everybody (Remix) (feat. Boosie Badazz),MO3,19.0,1466966,-1.2%,https://www.youtube.com/watch?v=9_O6gPcRsEs,[],Unknown
14299,94,82.0,Daisy (Remix),WOLFI,20.0,1462351,-9.3%,https://www.youtube.com/watch?v=6i01tOMgBDU,[],Unknown
14300,95,95.0,Blood // Water,grandson,8.0,1424950,-1.6%,https://www.youtube.com/watch?v=Sk-U8ruIQyA,"['alt z', 'modern alternative rock', 'rock', 'modern rock']",214520
14301,96,93.0,The Hills,The Weeknd,4.0,1418634,-3.9%,https://www.youtube.com/watch?v=yzTuBuRdAyA,"['canadian contemporary r&b', 'pop', 'canadian pop']",242253
14302,97,90.0,Reloj,Rauw Alejandro & Anuel AA,4.0,1407249,-8.2%,https://www.youtube.com/watch?v=-3HjrdC0dAk,"['trap boricua', 'trap latino', 'latin', 'puerto rican pop', 'reggaeton', 'reggaeton flow']",231594
14303,98,78.0,Hayloft,Mother Mother,5.0,1378306,-19.9%,https://www.youtube.com/watch?v=wiXvDsHfpdk,"['indie pop', 'vancouver indie']",181680
14304,99,97.0,All Love,Lil Durk,8.0,1373601,-4.4%,https://www.youtube.com/watch?v=D2npm2gFddg,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'chicago rap', 'hip hop']",188835
14305,1,1.0,drivers license,Olivia Rodrigo,4.0,10152144,-21.8%,https://www.youtube.com/watch?v=ZmDBbnmKpqQ,"['alt z', 'post-teen pop', 'pop']",242013
14306,2,4.0,Streets,Doja Cat,4.0,7687309,4.4%,https://www.youtube.com/watch?v=jJdlgKzVsnI,[],256066
14307,3,2.0,Back In Blood (feat. Lil Durk),Pooh Shiesty,13.0,7653084,0.3%,https://www.youtube.com/watch?v=0-Tm65i96TY,"['trap', 'southern hip hop', 'rap', 'chicago drill', 'drill', 'chicago rap', 'tennessee hip hop', 'memphis hip hop', 'hip hop']",184489
14308,4,3.0,You’re Mines Still (feat. Drake),Yung Bleu,9.0,7605262,1.5%,https://www.youtube.com/watch?v=_bptrMV3zHE,"['trap', 'rap', 'toronto rap', 'canadian hip hop', 'canadian pop', 'hip hop', 'r&b', 'pop rap', 'alabama rap', 'pop r&b']",226220
14309,5,18.0,Cry Baby (feat. DaBaby),Megan Thee Stallion,8.0,6482165,67.1%,https://www.youtube.com/watch?v=AqaQsL-8I_M,"['pop', 'rap', 'houston rap', 'trap queen', 'north carolina hip hop', 'pop rap']",137983
14310,6,5.0,Throat Baby (Go Baby),BRS Kash,22.0,5964808,-9.6%,https://www.youtube.com/watch?v=fmNzZOZj3W0,[],218181
14311,7,6.0,Goofy/ Back in Blood,22Gz,14.0,5614818,-4.1%,https://www.youtube.com/watch?v=vMRj17LXWd8,[],Unknown
14312,9,8.0,BeatBox 2 (feat. Pooh Shiesty),SpotemGottem,7.0,5188895,5.1%,https://www.youtube.com/watch?v=94zTrkr5_xY,[],Unknown
14313,10,9.0,On Me,Lil Baby,9.0,4886950,2.7%,https://www.youtube.com/watch?v=ieTnO1Dvt-I,"['trap', 'atl trap', 'atl hip hop', 'rap']",135959
14314,12,10.0,Save Your Tears,The Weeknd,5.0,4408986,-1.3%,https://www.youtube.com/watch?v=XXYlFuWEuKI,['symphonic death metal'],347997
14315,13,13.0,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,31.0,4051866,-2.3%,https://www.youtube.com/watch?v=Q9pjm4cNsfc,"['trap', 'atl trap', 'atl hip hop', 'rap', 'brooklyn drill', 'north carolina hip hop']",190476
14316,14,17.0,ROCKSTAR (feat. Roddy Ricch),DaBaby,42.0,3954985,1.5%,https://www.youtube.com/watch?v=mxFstYSbBmc,"['trap', 'melodic rap', 'north carolina hip hop', 'rap']",181733
14317,15,14.0,DÁKITI,Bad Bunny & Jhayco,14.0,3881177,-4.2%,https://www.youtube.com/watch?v=TmKh7lAwnBI,"['reggaeton', 'latin', 'trap latino']",205090
14318,17,16.0,WAP (feat. Megan Thee Stallion),Cardi B,26.0,3724490,-6.4%,https://www.youtube.com/watch?v=hsm4poTWjMs,"['pop', 'rap', 'houston rap', 'post-teen pop', 'trap queen', 'dance pop', 'pop rap']",187541
14319,18,11.0,34+35,Ariana Grande,13.0,3526813,-18.8%,https://www.youtube.com/watch?v=B6_iQvaIjXw,"['post-teen pop', 'pop', 'dance pop']",173710
14320,19,12.0,Skin,Sabrina Carpenter,2.0,3453399,-17.7%,https://www.youtube.com/watch?v=CA9E4HHHbRk,"['new wave', 'post-punk', 'new romantic', 'dream pop', 'gothic rock', 'punk', 'uk post-punk', 'alternative rock', 'dance rock', 'new wave pop', 'art rock']",226226
14321,20,15.0,Body,Megan Thee Stallion,11.0,3412658,-15.4%,https://www.youtube.com/watch?v=7PBYGu4Az8s,"['alternative metal', 'grunge', 'rock', 'alternative rock', 'rap rock', 'pop rock']",251840
14322,21,20.0,BICHOTA,KAROL G,15.0,3306083,-5.9%,https://www.youtube.com/watch?v=QaXhVryxVBk,"['trap latino', 'reggaeton', 'latin', 'reggaeton colombiano']",178946
14323,22,22.0,We Paid (feat. 42 Dugg),Lil Baby,40.0,3188888,-0.7%,https://www.youtube.com/watch?v=GErG9femMQk,"['trap', 'southern hip hop', 'atl trap', 'atl hip hop', 'rap', 'detroit trap']",181929
14324,23,21.0,Said Sum (Remix) (feat. City Girls & DaBaby),Moneybagg Yo,32.0,3162044,-9.7%,https://www.youtube.com/watch?v=UDRnXJXKX-A,[],Unknown
14325,25,23.0,Broken Love,MO3 & Kevin Gates,25.0,3138248,-1.8%,https://www.youtube.com/watch?v=jWQNqlZ47Ec,[],243750
14326,26,33.0,Bandido,Myke Towers,5.0,3094847,10.4%,https://www.youtube.com/watch?v=W6fme7tcweQ,"['regional mexican', 'ranchera', 'latin', 'mexican pop', 'tropical', 'grupera']",179773
14327,27,25.0,Laugh Now Cry Later (feat. Lil Durk),Drake,25.0,3022619,-3.4%,https://www.youtube.com/watch?v=JFm7YDVlqnI,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'toronto rap', 'chicago rap', 'canadian hip hop', 'hip hop', 'canadian pop', 'pop rap']",261492
14328,28,24.0,Mood (Live),24kGoldn & iann dior,25.0,3014028,-4.4%,https://www.youtube.com/watch?v=juE5VES9af0,[],386400
14329,29,27.0,Rags2Riches (feat. ATR Son Son),Rod Wave,33.0,2999324,-0.9%,https://www.youtube.com/watch?v=A2mJSG0L9U0,['florida rap'],167183
14330,30,44.0,Quicksand,Morray,8.0,2879982,14%,https://www.youtube.com/watch?v=OLi5_8JWoAU,['jangle rock'],210442
14331,33,40.0,Backdoor,Lil Durk,7.0,2678341,0.4%,https://www.youtube.com/watch?v=Ty-CHgmCeKw,"['southern hip hop', 'trap', 'rap', 'chicago drill', 'drill', 'chicago rap', 'hip hop']",200000
14332,34,43.0,Cabrón y Vago,El Fantasma & Los Dos Carnales,27.0,2638060,3.8%,https://www.youtube.com/watch?v=TsGuAJc9z38,['folklore chileno'],174874
14333,35,38.0,"WHATS POPPIN (Remix) (feat. DaBaby, Tory Lanez & Lil Wayne)",Jack Harlow,51.0,2627426,-2.7%,https://www.youtube.com/watch?v=HIwAI05Y1fU,[],Unknown
14334,36,29.0,Buss It,Erica Banks,4.0,2607249,-10.7%,https://www.youtube.com/watch?v=NOoHJ_ZXlJU,"['viral rap', 'trap queen']",187000
14335,37,45.0,Damage,H.E.R.,8.0,2586197,4.3%,https://www.youtube.com/watch?v=PAFAfhod9TU,['uptempo hardcore'],258327
14336,38,50.0,Power,Kevin Gates & Dermot Kennedy,8.0,2585344,11.1%,https://www.youtube.com/watch?v=sY6X1wvhgnE,"['album rock', 'hard rock', 'classic rock', 'blues rock', 'metal', 'rock', 'glam metal']",265293
14337,39,32.0,Best Friend (feat. Doja Cat),Saweetie,4.0,2567848,-9%,https://www.youtube.com/watch?v=_xJUCsyMQes,"['pop', 'post-teen pop', 'trap queen', 'cali rap', 'r&b', 'dance pop', 'pop rap']",155883
14338,40,48.0,a lot (feat. J. Cole),21 Savage,28.0,2547787,6.9%,https://www.youtube.com/watch?v=DmWWqogr_r8,[],Unknown
14339,41,42.0,Wishing Well,Juice WRLD,30.0,2534856,-0.9%,https://www.youtube.com/watch?v=C5i-UnuUKUI,['deep chill'],276000
14340,42,41.0,Mood Swings (feat. Lil Tjay),Pop Smoke,31.0,2522812,-3%,https://www.youtube.com/watch?v=mM8ostx0Ub8,"['nyc rap', 'brooklyn drill', 'melodic rap']",213333
14341,43,39.0,Sweater Weather,The Neighbourhood,16.0,2521627,-5.7%,https://www.youtube.com/watch?v=GCdwKhTtNNw,"['shimmer pop', 'modern alternative rock', 'pop', 'modern rock']",240400
14342,44,37.0,positions,Ariana Grande,15.0,2506044,-7.9%,https://www.youtube.com/watch?v=tcYodQoapMg,"['post-teen pop', 'pop', 'dance pop']",172324
14343,45,49.0,How I Been,YoungBoy Never Broke Again,9.0,2439212,4.4%,https://www.youtube.com/watch?v=ehper8I7NsI,[],Unknown
14344,46,19.0,Hit Different (feat. Ty Dolla $ign),SZA,22.0,2432073,-32.7%,https://www.youtube.com/watch?v=qJlMkMtK7-8,[],Unknown
14345,47,36.0,Took Her To The O,King Von,15.0,2417405,-11.6%,https://www.youtube.com/watch?v=hzt31eJTGxo,['chicago rap'],196179
14346,48,30.0,Still Trappin' (feat. King Von),Lil Durk,6.0,2376073,-17.1%,https://www.youtube.com/watch?v=cDde7QlKCX0,[],Unknown
14347,49,35.0,Top (Remix) (feat. Lil Durk),Fredo Bang,3.0,2356337,-14.9%,https://www.youtube.com/watch?v=o0QB6cXs1_k,[],Unknown
14348,51,46.0,Mi Trokita Cumbia,Obzesion,4.0,2308558,-4.6%,https://www.youtube.com/watch?v=bxd7yRd5s7U,['gruperas inmortales'],134785
14349,52,52.0,Hittin' (Remix) (feat. Moneybagg Yo & Foogiano),Money Mu,9.0,2228809,-3.1%,https://www.youtube.com/watch?v=j7tHktqr_sA,[],Unknown
14350,53,53.0,Leave Some Day,Kevo Muney,5.0,2206032,-3.8%,https://www.youtube.com/watch?v=dtEOihsoQHk,['tennessee hip hop'],175386
14351,54,31.0,Bad Boy,Juice WRLD & Young Thug,3.0,2198266,-22.8%,https://www.youtube.com/watch?v=ghzdwjWrWcc,"['album rock', 'classic rock', 'blues rock', 'soft rock', 'rock', 'electric blues', 'mellow gold']",213666
14352,55,63.0,Wasted On You,Morgan Wallen,4.0,2172849,10.7%,https://www.youtube.com/watch?v=uKmg4UbnDLo,"['deep talent show', 'contemporary country']",178520
14353,56,51.0,Crazy Story,King Von,19.0,2127536,-7.8%,https://www.youtube.com/watch?v=g0v7Ow6Epog,['chicago rap'],146808
14354,57,47.0,Savage Love (Karaoke),"Jawsh 685, Jason Derulo & Sing King",20.0,2108926,-12.3%,https://www.youtube.com/watch?v=vhV_HNcQids,[],Unknown
14355,58,55.0,It Ain't Over,YoungBoy Never Broke Again,7.0,2072168,-4.2%,https://www.youtube.com/watch?v=MpdWc0LAQVo,"['praise', 'gospel', 'contemporary gospel']",367160
14356,59,91.0,BOP,CJ,2.0,2062396,38.3%,https://www.youtube.com/watch?v=ph4XVAPeZxk,"['north carolina hip hop', 'rap']",159714
14357,60,60.0,Sand in My Boots (Live),Morgan Wallen,4.0,2029687,1.7%,https://www.youtube.com/watch?v=FXzE9eP1U_E,[],Unknown
14358,61,64.0,More Than My Hometown,Morgan Wallen,20.0,2029529,3.7%,https://www.youtube.com/watch?v=MS82JAkBkDY,"['deep talent show', 'contemporary country']",216573
14359,62,62.0,Levitating (feat. DaBaby),Dua Lipa,6.0,2020561,2.6%,https://www.youtube.com/watch?v=TUVcZfQe-Kw,"['pop', 'rap', 'north carolina hip hop', 'uk pop', 'dance pop']",203064
14360,63,58.0,Green Dot,YoungBoy Never Broke Again,8.0,1979158,-2.8%,https://www.youtube.com/watch?v=1GKDatspLKY,['german cloud rap'],227709
14361,64,59.0,Desde Morro,Justin Morales,7.0,1959390,-3.4%,https://www.youtube.com/watch?v=lsHAyGdYi18,"['latin hip hop', 'mexican hip hop', 'chicano rap']",225613
14362,65,70.0,LIKE I WANT YOU,Giveon,13.0,1907975,1.5%,https://www.youtube.com/watch?v=uCPjdfCUowg,[],Unknown
14363,66,77.0,What You Know Bout Love,Pop Smoke,24.0,1902631,11%,https://www.youtube.com/watch?v=uuodbSVO3z0,['brooklyn drill'],161146
14364,67,65.0,Whats On Your Mind (feat. Jacquees),K Camp,17.0,1901447,-1.9%,https://www.youtube.com/watch?v=xGfe2yhu0e0,[],Unknown
14365,68,68.0,Train Wreck,James Arthur,17.0,1813713,-5%,https://www.youtube.com/watch?v=5Su86fIJYaY,[],182106
14366,69,34.0,Los Dioses,Anuel AA & Ozuna,2.0,1783786,-35.7%,https://www.youtube.com/watch?v=fg4ZY92w0L4,"['trap boricua', 'trap latino', 'latin', 'puerto rican pop', 'reggaeton', 'reggaeton flow']",278280
14367,70,71.0,Big Gangsta,Kevin Gates,7.0,1768070,-3.5%,https://www.youtube.com/watch?v=GoGAR9wYZyU,"['baton rouge rap', 'southern hip hop', 'rap', 'trap']",243462
14368,71,81.0,No Role Modelz,J. Cole,18.0,1752553,4.4%,https://www.youtube.com/watch?v=8HBcV0MtAQg,"['hip hop', 'north carolina hip hop', 'conscious hip hop', 'rap']",292986
14369,72,72.0,Monday to Sunday (feat. Lil Baby & BIG30),Pooh Shiesty,9.0,1736224,-1.9%,https://www.youtube.com/watch?v=x4U9iB4YqK4,[],Unknown
14370,73,57.0,Masterpiece,DaBaby,3.0,1720811,-17.5%,https://www.youtube.com/watch?v=pnMtmFzMLP4,"['pop', 'electropop', 'post-teen pop', 'viral pop', 'r&b', 'uk pop', 'dance pop', 'pop rap']",220653
14371,74,69.0,HOLIDAY,Lil Nas X,12.0,1710982,-9.5%,https://www.youtube.com/watch?v=9vMLTcftlyI,['alte'],200366
14372,75,82.0,Better Together,Luke Combs,5.0,1698068,4%,https://www.youtube.com/watch?v=_dju4pz2YYw,['contemporary country'],219573
14373,76,26.0,Picture Me Grapin’,NLE Choppa,2.0,1674666,-46%,https://www.youtube.com/watch?v=OPDCaQ7mqCg,"['trap', 'memphis hip hop']",222487
